epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,12920.8,2.46636,2.61933,2.9494,0,0,0,0,0,1.91508e+12,0,0.0018317,0.0018317,0.0018317
19,13720.2,2.64629,2.91046,3.05741,0,0,0,0,0.0116,1.8402e+13,3.76559e+07,0.0018218,0.0018218,0.0018218
20,14453.5,2.52975,2.97281,2.99788,0,0,0,0,5.7227,1.00162e+12,4.0119e+09,0.0018119,0.0018119,0.0018119
21,15007.1,2.43611,2.74342,3.01398,0,0,0,0,5.7227,1.00162e+12,4.0119e+09,0.001802,0.001802,0.001802
22,15768.2,2.64754,2.77233,3.15536,0,0,0,0,4.62662,2.69012e+10,1.32626e+07,0.0017921,0.0017921,0.0017921
23,16502.9,2.41877,2.7411,3.00449,0,0,0,0,3.86949,1.57207e+09,37677.7,0.0017822,0.0017822,0.0017822
24,17315,2.19586,2.69879,2.93529,0,0,0,0,3.86949,1.57207e+09,37677.7,0.0017723,0.0017723,0.0017723
25,18183.4,2.1674,2.56592,2.86579,0,0,0,0,5.00837,2.34508e+07,3246.53,0.0017624,0.0017624,0.0017624
26,18950.8,2.3553,2.99373,3.04787,0,0,0,0,3.23533,773122,1877.29,0.0017525,0.0017525,0.0017525
27,19640.4,2.90902,2.82416,3.18351,0,0,0,0,3.23533,773122,1877.29,0.0017426,0.0017426,0.0017426
28,20535.2,2.75516,2.9077,3.14036,0,0,0,0,3.21323,330666,2246.78,0.0017327,0.0017327,0.0017327
29,21251.5,2.7044,2.70119,3.0281,0,0,0,0,3.21323,330666,2246.78,0.0017228,0.0017228,0.0017228
30,22050.5,2.4876,2.62023,2.99909,0,0,0,0,3.16539,586832,7195.64,0.0017129,0.0017129,0.0017129
31,22766.3,2.54828,2.88404,3.11134,0,0,0,0,2.90715,101154,266.38,0.001703,0.001703,0.001703
32,23514.3,2.27745,2.56616,2.81372,0,0,0,0,2.90715,101154,266.38,0.0016931,0.0016931,0.0016931
33,24379.8,2.10949,2.6861,2.73431,0.00392,0.10811,0.00148,0.00042,4.5854,248.67,24.0898,0.0016832,0.0016832,0.0016832
34,25118.6,2.3489,2.66439,2.89903,0.01604,0.10811,0.00358,0.00068,4.39612,9.7548,5.10545,0.0016733,0.0016733,0.0016733
35,25888.8,2.41898,2.64427,2.93063,0.01604,0.10811,0.00358,0.00068,4.39612,9.7548,5.10545,0.0016634,0.0016634,0.0016634
36,26640,2.43582,2.90677,2.96443,0.02702,0.02703,0.00506,0.00087,4.42096,14.9639,6.52108,0.0016535,0.0016535,0.0016535
37,88234,2.34453,2.64004,2.8179,0.01761,0.27027,0.01235,0.00238,4.1004,40.9458,6.66638,0.0016436,0.0016436,0.0016436
38,88916.3,2.25606,2.61499,2.74315,0.01761,0.27027,0.01235,0.00238,4.1004,40.9458,6.66638,0.0016337,0.0016337,0.0016337
39,89814.2,2.27175,2.71611,2.79579,0.03025,0.24324,0.0147,0.00256,4.10848,77.9482,6.22214,0.0016238,0.0016238,0.0016238
40,90599.3,2.23868,2.75274,2.89573,0.03025,0.24324,0.0147,0.00256,4.10848,77.9482,6.22214,0.0016139,0.0016139,0.0016139
41,91232.1,2.17735,2.63888,2.80052,0.07508,0.27027,0.07185,0.0162,2.72737,8.89627,3.59048,0.001604,0.001604,0.001604
42,91914.9,2.20092,2.43861,2.72921,0.03126,0.32432,0.03001,0.00572,3.14256,5.78624,4.05493,0.0015941,0.0015941,0.0015941
43,92593.2,2.26246,2.48946,2.73081,0.03126,0.32432,0.03001,0.00572,3.14256,5.78624,4.05493,0.0015842,0.0015842,0.0015842
44,93301.8,2.18812,2.35539,2.66789,0.04897,0.16216,0.03675,0.0081,3.20206,6.39172,3.95465,0.0015743,0.0015743,0.0015743
45,93916.9,2.05359,2.41221,2.68335,0.03218,0.16216,0.01045,0.00257,3.58888,7.3042,3.95577,0.0015644,0.0015644,0.0015644
46,94487.2,2.10071,2.38621,2.66922,0.03218,0.16216,0.01045,0.00257,3.58888,7.3042,3.95577,0.0015545,0.0015545,0.0015545
47,95154.6,2.13316,2.44332,2.72303,0.03758,0.05405,0.00561,0.00128,3.79943,7.43291,3.89295,0.0015446,0.0015446,0.0015446
48,95675.9,2.06711,2.35212,2.67946,0.05946,0.16216,0.01935,0.00538,3.47752,4.98548,3.817,0.0015347,0.0015347,0.0015347
49,96252.8,2.374,2.51095,2.75598,0.05946,0.16216,0.01935,0.00538,3.47752,4.98548,3.817,0.0015248,0.0015248,0.0015248
50,96788.8,2.14663,2.32465,2.59419,0.2782,0.37506,0.18654,0.07693,2.54478,2.96344,3.35996,0.0015149,0.0015149,0.0015149
51,97393.5,2.05334,2.33159,2.59844,0.2782,0.37506,0.18654,0.07693,2.54478,2.96344,3.35996,0.001505,0.001505,0.001505
52,97950.3,2.0429,2.26961,2.5446,0.32059,0.40541,0.30094,0.13184,2.28579,4.51293,3.18004,0.0014951,0.0014951,0.0014951
53,98548.6,2.03183,2.14733,2.53336,0.12883,0.37838,0.11393,0.03664,2.33596,15.6645,3.379,0.0014852,0.0014852,0.0014852
54,99237.4,2.01461,2.25293,2.6363,0.12883,0.37838,0.11393,0.03664,2.33596,15.6645,3.379,0.0014753,0.0014753,0.0014753
55,99929.7,2.09857,2.35006,2.69241,0.05957,0.59459,0.04429,0.01138,2.54865,5.95457,3.51744,0.0014654,0.0014654,0.0014654
56,100579,2.20212,2.32435,2.77185,0.12815,0.38139,0.10529,0.02607,2.63271,2.93519,3.52644,0.0014555,0.0014555,0.0014555
57,101163,2.10026,2.29948,2.53272,0.12815,0.38139,0.10529,0.02607,2.63271,2.93519,3.52644,0.0014456,0.0014456,0.0014456
58,101818,1.98927,2.30138,2.55574,0.37791,0.32848,0.23907,0.05315,2.69575,2.63657,3.45978,0.0014357,0.0014357,0.0014357
59,102448,2.09146,2.21001,2.60887,0.11994,0.2973,0.07371,0.0207,2.98513,3.53918,3.84069,0.0014258,0.0014258,0.0014258
60,103097,2.00597,2.18591,2.51472,0.11994,0.2973,0.07371,0.0207,2.98513,3.53918,3.84069,0.0014159,0.0014159,0.0014159
61,103842,1.87472,2.02535,2.43325,0.01452,0.21622,0.00689,0.00147,3.74825,8.91651,4.51845,0.001406,0.001406,0.001406
62,104691,1.88579,2.25699,2.62764,0.01452,0.21622,0.00689,0.00147,3.74825,8.91651,4.51845,0.0013961,0.0013961,0.0013961
63,105404,2.01807,2.14339,2.52547,0.01438,0.24324,0.00655,0.00194,3.54733,4.71858,4.20995,0.0013862,0.0013862,0.0013862
64,106154,1.90471,2.15208,2.48857,0.0569,0.13514,0.03091,0.00706,2.70648,3.72729,3.32085,0.0013763,0.0013763,0.0013763
65,106870,1.85756,2.04828,2.48945,0.0569,0.13514,0.03091,0.00706,2.70648,3.72729,3.32085,0.0013664,0.0013664,0.0013664
66,107544,1.94412,2.24263,2.43885,0.20985,0.32432,0.2193,0.07568,2.36399,2.34894,3.06877,0.0013565,0.0013565,0.0013565
67,108270,2.06296,2.124,2.59029,0.23798,0.35135,0.20732,0.05659,2.50981,2.43149,3.28302,0.0013466,0.0013466,0.0013466
68,108936,2.01199,2.16934,2.54159,0.23798,0.35135,0.20732,0.05659,2.50981,2.43149,3.28302,0.0013367,0.0013367,0.0013367
69,109619,1.93499,2.0666,2.42987,0.21528,0.37082,0.23539,0.08035,2.43149,2.63212,3.2508,0.0013268,0.0013268,0.0013268
70,110345,2.04941,1.95875,2.4072,0.27248,0.32432,0.18507,0.05324,2.43741,3.8355,3.23934,0.0013169,0.0013169,0.0013169
71,111095,1.99465,1.85958,2.5684,0.27248,0.32432,0.18507,0.05324,2.43741,3.8355,3.23934,0.001307,0.001307,0.001307
72,111853,1.9563,2.15231,2.57837,0.40795,0.48649,0.36915,0.10856,2.34202,4.02576,3.25307,0.0012971,0.0012971,0.0012971
73,112646,1.94219,2.09301,2.51063,0.40795,0.48649,0.36915,0.10856,2.34202,4.02576,3.25307,0.0012872,0.0012872,0.0012872
74,174718,2.11328,2.14334,2.83473,0.3156,0.48649,0.36003,0.13081,2.26376,3.40315,3.10727,0.0012773,0.0012773,0.0012773
75,175576,2.08166,2.095,2.48656,0.54,0.24324,0.31777,0.10236,2.4269,2.97136,3.33269,0.0012674,0.0012674,0.0012674
76,176229,2.04258,1.94885,2.50236,0.54,0.24324,0.31777,0.10236,2.4269,2.97136,3.33269,0.0012575,0.0012575,0.0012575
77,176826,1.89393,2.11236,2.4684,0.42139,0.2973,0.33092,0.11936,2.24565,2.81866,3.1449,0.0012476,0.0012476,0.0012476
78,177524,1.73937,1.98702,2.34835,0.48153,0.47709,0.51838,0.19554,2.04248,2.43968,2.80544,0.0012377,0.0012377,0.0012377
79,178304,1.94776,1.83912,2.48375,0.48153,0.47709,0.51838,0.19554,2.04248,2.43968,2.80544,0.0012278,0.0012278,0.0012278
80,178999,1.86992,1.79277,2.40603,0.55686,0.64865,0.53491,0.19066,1.88724,2.14003,2.72157,0.0012179,0.0012179,0.0012179
81,179814,1.68094,1.83447,2.29513,0.36049,0.63996,0.38829,0.14749,1.94946,2.11205,2.7329,0.001208,0.001208,0.001208
82,180422,1.83711,1.99961,2.33464,0.36049,0.63996,0.38829,0.14749,1.94946,2.11205,2.7329,0.0011981,0.0011981,0.0011981
83,181105,2.0153,2.01319,2.49294,0.4549,0.48649,0.43073,0.16318,1.94242,2.05958,2.72346,0.0011882,0.0011882,0.0011882
84,181715,1.91659,2.03401,2.575,0.4549,0.48649,0.43073,0.16318,1.94242,2.05958,2.72346,0.0011783,0.0011783,0.0011783
85,182317,1.64764,1.9552,2.25886,0.46997,0.59459,0.50862,0.20331,1.90963,2.12643,2.7066,0.0011684,0.0011684,0.0011684
86,182832,1.80182,1.80278,2.36833,0.41065,0.64038,0.51314,0.19981,2.03018,2.22944,2.74304,0.0011585,0.0011585,0.0011585
87,183433,1.75337,1.8072,2.27098,0.41065,0.64038,0.51314,0.19981,2.03018,2.22944,2.74304,0.0011486,0.0011486,0.0011486
88,183963,1.73083,1.71622,2.28164,0.56009,0.37838,0.44042,0.16515,2.16652,2.45174,2.929,0.0011387,0.0011387,0.0011387
89,184550,1.816,1.66562,2.22243,0.43158,0.35135,0.42078,0.17734,1.93738,2.42237,2.81263,0.0011288,0.0011288,0.0011288
90,185123,1.87469,1.71707,2.41482,0.43158,0.35135,0.42078,0.17734,1.93738,2.42237,2.81263,0.0011189,0.0011189,0.0011189
91,185866,1.84544,2.04744,2.51472,0.40164,0.45946,0.43385,0.18046,1.9365,2.14709,2.79928,0.001109,0.001109,0.001109
92,186591,1.91926,1.93907,2.69698,0.53056,0.64157,0.55779,0.20659,1.85003,1.9302,2.69797,0.0010991,0.0010991,0.0010991
93,187340,1.86287,1.80338,2.40409,0.53056,0.64157,0.55779,0.20659,1.85003,1.9302,2.69797,0.0010892,0.0010892,0.0010892
94,188141,1.87935,1.77464,2.30428,0.63227,0.54054,0.64818,0.25767,1.78234,1.87032,2.65075,0.0010793,0.0010793,0.0010793
95,188912,1.75661,1.83973,2.29954,0.63227,0.54054,0.64818,0.25767,1.78234,1.87032,2.65075,0.0010694,0.0010694,0.0010694
96,189742,1.97795,2.0244,2.55329,0.71657,0.62162,0.72156,0.27035,1.68209,1.86406,2.57776,0.0010595,0.0010595,0.0010595
97,190454,1.7375,1.7554,2.27883,0.51591,0.54054,0.53932,0.26454,1.81647,1.92142,2.66395,0.0010496,0.0010496,0.0010496
98,191216,1.75376,1.62821,2.27482,0.51591,0.54054,0.53932,0.26454,1.81647,1.92142,2.66395,0.0010397,0.0010397,0.0010397
99,192063,1.74878,1.77572,2.37527,0.4793,0.59711,0.53093,0.23632,1.98655,1.88063,2.76477,0.0010298,0.0010298,0.0010298
100,192768,1.69274,1.71463,2.285,0.57532,0.56757,0.5698,0.25766,2.07675,1.97325,2.80948,0.0010199,0.0010199,0.0010199
101,193551,1.793,1.82688,2.25755,0.57532,0.56757,0.5698,0.25766,2.07675,1.97325,2.80948,0.00101,0.00101,0.00101
102,194276,1.61722,1.53227,2.05275,0.61259,0.48649,0.57115,0.26564,1.90583,2.06498,2.64568,0.0010001,0.0010001,0.0010001
103,195002,1.64188,1.49123,2.13849,0.54928,0.54054,0.52722,0.21905,2.00271,2.1073,2.67521,0.0009902,0.0009902,0.0009902
104,195808,1.54205,1.53365,2.04955,0.54928,0.54054,0.52722,0.21905,2.00271,2.1073,2.67521,0.0009803,0.0009803,0.0009803
105,196475,1.79987,1.73974,2.384,0.59255,0.62162,0.5817,0.24416,1.8649,2.06507,2.62737,0.0009704,0.0009704,0.0009704
106,197254,1.74497,1.67196,2.33344,0.59255,0.62162,0.5817,0.24416,1.8649,2.06507,2.62737,0.0009605,0.0009605,0.0009605
107,198035,1.65844,1.7314,2.14396,0.62241,0.56757,0.62517,0.27533,1.83613,1.94367,2.65174,0.0009506,0.0009506,0.0009506
108,198793,1.84189,1.83304,2.59246,0.56693,0.59459,0.58818,0.24917,1.91653,1.94066,2.68103,0.0009407,0.0009407,0.0009407
109,199517,1.66845,1.61956,2.24817,0.56693,0.59459,0.58818,0.24917,1.91653,1.94066,2.68103,0.0009308,0.0009308,0.0009308
110,257205,1.72878,1.7129,2.28541,0.54915,0.65853,0.5789,0.25211,1.9002,1.81714,2.71957,0.0009209,0.0009209,0.0009209
111,257977,2.0371,2.0129,2.38191,0.47497,0.67568,0.52861,0.27164,1.72603,1.76043,2.52069,0.000911,0.000911,0.000911
112,258638,1.74356,1.63812,2.17707,0.47497,0.67568,0.52861,0.27164,1.72603,1.76043,2.52069,0.0009011,0.0009011,0.0009011
113,259382,1.5736,1.56897,2.15809,0.40388,0.7027,0.57063,0.28581,1.71908,1.69452,2.58428,0.0008912,0.0008912,0.0008912
114,260131,1.67304,1.55216,2.2534,0.43857,0.65456,0.52033,0.21722,1.95371,1.84384,2.81808,0.0008813,0.0008813,0.0008813
115,260849,1.70195,1.53011,2.23813,0.43857,0.65456,0.52033,0.21722,1.95371,1.84384,2.81808,0.0008714,0.0008714,0.0008714
116,261734,1.62819,1.51392,2.1551,0.44857,0.62162,0.53928,0.21017,1.94042,2.01987,2.81557,0.0008615,0.0008615,0.0008615
117,262340,1.693,1.66624,2.24827,0.44857,0.62162,0.53928,0.21017,1.94042,2.01987,2.81557,0.0008516,0.0008516,0.0008516
118,262980,1.87098,1.88439,2.4644,0.57304,0.50797,0.5446,0.27277,1.79036,1.996,2.6354,0.0008417,0.0008417,0.0008417
119,263657,1.59201,1.54619,2.21488,0.62736,0.51351,0.63657,0.33391,1.74074,1.82645,2.54694,0.0008318,0.0008318,0.0008318
120,264414,1.60807,1.54417,2.13079,0.62736,0.51351,0.63657,0.33391,1.74074,1.82645,2.54694,0.0008219,0.0008219,0.0008219
121,265210,1.66266,1.71094,2.27481,0.76919,0.45062,0.67786,0.34708,1.78773,1.68594,2.55496,0.000812,0.000812,0.000812
122,265912,1.80725,1.62943,2.37357,0.60765,0.59459,0.69798,0.33815,1.8718,1.65871,2.61153,0.0008021,0.0008021,0.0008021
123,266582,1.73012,1.62967,2.28541,0.60765,0.59459,0.69798,0.33815,1.8718,1.65871,2.61153,0.0007922,0.0007922,0.0007922
124,267349,1.70667,1.60935,2.24311,0.607,0.58459,0.67565,0.34473,1.95477,1.80827,2.6193,0.0007823,0.0007823,0.0007823
125,268030,1.69971,1.69332,2.23417,0.67748,0.59459,0.67344,0.3274,1.92166,1.93131,2.60405,0.0007724,0.0007724,0.0007724
126,268562,1.45783,1.49844,2.08994,0.67748,0.59459,0.67344,0.3274,1.92166,1.93131,2.60405,0.0007625,0.0007625,0.0007625
127,269185,1.70634,1.61652,2.30942,0.62519,0.62162,0.61014,0.31043,1.84664,1.87085,2.52934,0.0007526,0.0007526,0.0007526
128,269836,1.59496,1.48416,2.22449,0.62519,0.62162,0.61014,0.31043,1.84664,1.87085,2.52934,0.0007427,0.0007427,0.0007427
129,270440,1.62675,1.43929,2.08356,0.60332,0.67568,0.59177,0.2971,1.79327,1.63757,2.51957,0.0007328,0.0007328,0.0007328
130,271019,1.57709,1.42615,2.19347,0.47073,0.56757,0.53203,0.28807,1.85177,1.74874,2.63849,0.0007229,0.0007229,0.0007229
131,271721,1.4458,1.4735,2.04354,0.47073,0.56757,0.53203,0.28807,1.85177,1.74874,2.63849,0.000713,0.000713,0.000713
132,272488,1.65704,1.45461,2.19738,0.40965,0.64865,0.48115,0.24488,1.90234,1.77781,2.67548,0.0007031,0.0007031,0.0007031
133,273187,1.59821,1.43275,2.24152,0.36267,0.7027,0.45515,0.23095,1.92703,1.688,2.67732,0.0006932,0.0006932,0.0006932
134,273809,1.72427,1.6024,2.39298,0.36267,0.7027,0.45515,0.23095,1.92703,1.688,2.67732,0.0006833,0.0006833,0.0006833
135,274560,1.65279,1.55825,2.32336,0.54352,0.59459,0.60097,0.31909,1.82688,1.59086,2.63184,0.0006734,0.0006734,0.0006734
136,275298,1.68902,1.4145,2.25342,0.53559,0.71702,0.64018,0.32512,1.80881,1.65001,2.53626,0.0006635,0.0006635,0.0006635
137,276014,1.68096,1.55367,2.15748,0.53559,0.71702,0.64018,0.32512,1.80881,1.65001,2.53626,0.0006536,0.0006536,0.0006536
138,276776,1.5373,1.61464,2.09462,0.54496,0.7027,0.65081,0.32579,1.70256,1.58879,2.46257,0.0006437,0.0006437,0.0006437
139,277490,1.63135,1.58889,2.14392,0.54496,0.7027,0.65081,0.32579,1.70256,1.58879,2.46257,0.0006338,0.0006338,0.0006338
140,278189,1.51463,1.491,2.07074,0.62069,0.78378,0.71657,0.368,1.6221,1.51191,2.47422,0.0006239,0.0006239,0.0006239
141,278897,1.52073,1.52786,2.06871,0.66317,0.81081,0.74887,0.40515,1.68787,1.43712,2.51147,0.000614,0.000614,0.000614
142,279582,1.70632,1.39554,2.32303,0.66317,0.81081,0.74887,0.40515,1.68787,1.43712,2.51147,0.0006041,0.0006041,0.0006041
143,280362,1.52677,1.33086,2.05852,0.61643,0.64865,0.72716,0.39533,1.71683,1.41732,2.50625,0.0005942,0.0005942,0.0005942
144,281082,1.82947,1.59568,2.31499,0.62454,0.75676,0.7541,0.41204,1.7439,1.39922,2.52528,0.0005843,0.0005843,0.0005843
145,281848,1.52996,1.27482,2.18513,0.62454,0.75676,0.7541,0.41204,1.7439,1.39922,2.52528,0.0005744,0.0005744,0.0005744
146,282568,1.58805,1.5916,2.26864,0.60753,0.83784,0.73945,0.4028,1.67938,1.36362,2.45692,0.0005645,0.0005645,0.0005645
147,283282,1.45605,1.25997,2.01122,0.61655,0.7027,0.68183,0.3922,1.59593,1.34789,2.37686,0.0005546,0.0005546,0.0005546
148,283899,1.47504,1.2899,1.99862,0.61655,0.7027,0.68183,0.3922,1.59593,1.34789,2.37686,0.0005447,0.0005447,0.0005447
149,284656,1.41946,1.30225,2.07172,0.54487,0.78378,0.64544,0.36396,1.65778,1.36375,2.50978,0.0005348,0.0005348,0.0005348
150,285324,1.44807,1.35917,2.14211,0.54487,0.78378,0.64544,0.36396,1.65778,1.36375,2.50978,0.0005249,0.0005249,0.0005249
151,347250,1.52185,1.34699,2.23871,0.53976,0.81081,0.68353,0.34332,1.69531,1.45657,2.55202,0.000515,0.000515,0.000515
152,348015,1.7864,1.42508,2.3523,0.61519,0.72973,0.70395,0.34245,1.71712,1.46841,2.56545,0.0005051,0.0005051,0.0005051
153,348732,1.66423,1.36493,2.22929,0.61519,0.72973,0.70395,0.34245,1.71712,1.46841,2.56545,0.0004952,0.0004952,0.0004952
154,349380,1.6001,1.42829,2.11221,0.57546,0.7027,0.71688,0.36018,1.75164,1.4684,2.58495,0.0004853,0.0004853,0.0004853
155,350061,1.50741,1.25065,2.07769,0.61898,0.7027,0.72978,0.39527,1.68111,1.4053,2.45014,0.0004754,0.0004754,0.0004754
156,350763,1.42256,1.33343,2.0631,0.61898,0.7027,0.72978,0.39527,1.68111,1.4053,2.45014,0.0004655,0.0004655,0.0004655
157,351551,1.45591,1.30907,2.11441,0.55814,0.78523,0.7126,0.42137,1.60538,1.34425,2.40459,0.0004556,0.0004556,0.0004556
158,352253,1.46328,1.32076,2.03157,0.60017,0.86486,0.75891,0.45762,1.57934,1.27744,2.38336,0.0004457,0.0004457,0.0004457
159,352903,1.40347,1.28485,2.02466,0.60017,0.86486,0.75891,0.45762,1.57934,1.27744,2.38336,0.0004358,0.0004358,0.0004358
160,353563,1.40517,1.07334,1.97718,0.6246,0.89948,0.80075,0.48585,1.53918,1.23811,2.36912,0.0004259,0.0004259,0.0004259
161,354202,1.45994,1.22289,2.09701,0.6246,0.89948,0.80075,0.48585,1.53918,1.23811,2.36912,0.000416,0.000416,0.000416
162,354827,1.55692,1.44769,2.21995,0.70584,0.86486,0.83551,0.49292,1.52931,1.24631,2.3755,0.0004061,0.0004061,0.0004061
163,355441,1.47901,1.31437,2.21549,0.78975,0.91377,0.85961,0.48848,1.51692,1.24014,2.37166,0.0003962,0.0003962,0.0003962
164,355976,1.65614,1.43107,2.20849,0.78975,0.91377,0.85961,0.48848,1.51692,1.24014,2.37166,0.0003863,0.0003863,0.0003863
165,356539,1.43473,1.20586,2.03101,0.79655,0.89189,0.84129,0.48973,1.51568,1.22313,2.36232,0.0003764,0.0003764,0.0003764
166,357097,1.3936,1.12174,1.99424,0.73592,0.90397,0.83691,0.47464,1.5465,1.20571,2.34546,0.0003665,0.0003665,0.0003665
167,357708,1.48729,1.1918,2.10974,0.73592,0.90397,0.83691,0.47464,1.5465,1.20571,2.34546,0.0003566,0.0003566,0.0003566
168,358430,1.59767,1.30696,2.18208,0.7324,0.89189,0.85532,0.49406,1.56406,1.26861,2.33563,0.0003467,0.0003467,0.0003467
169,359163,1.66045,1.59364,2.2402,0.76202,0.86486,0.84465,0.50692,1.58208,1.26596,2.3587,0.0003368,0.0003368,0.0003368
170,359851,1.55345,1.24411,2.19497,0.76202,0.86486,0.84465,0.50692,1.58208,1.26596,2.3587,0.0003269,0.0003269,0.0003269
171,360507,1.35296,1.13362,1.86506,0.79161,0.8215,0.8526,0.5054,1.56667,1.25478,2.36022,0.000317,0.000317,0.000317
172,361291,1.30398,1.11245,1.88233,0.79161,0.8215,0.8526,0.5054,1.56667,1.25478,2.36022,0.0003071,0.0003071,0.0003071
173,361845,1.46261,1.18397,2.13394,0.74774,0.86486,0.8432,0.49991,1.51867,1.29392,2.35339,0.0002972,0.0002972,0.0002972
174,362540,1.26631,1.15935,1.94306,0.68436,0.86486,0.85047,0.49522,1.50842,1.27014,2.36513,0.0002873,0.0002873,0.0002873
175,363201,1.44533,1.08862,1.93987,0.68436,0.86486,0.85047,0.49522,1.50842,1.27014,2.36513,0.0002774,0.0002774,0.0002774
176,363917,1.44674,1.34629,2.07187,0.66549,0.94595,0.83743,0.49125,1.51024,1.28935,2.39027,0.0002675,0.0002675,0.0002675
177,364703,1.41327,1.11115,2.0552,0.71685,0.88957,0.84533,0.49419,1.52181,1.26365,2.39117,0.0002576,0.0002576,0.0002576
178,365383,1.37638,1.23188,2.11301,0.71685,0.88957,0.84533,0.49419,1.52181,1.26365,2.39117,0.0002477,0.0002477,0.0002477
179,366191,1.46101,1.18214,2.16221,0.76118,0.89189,0.8539,0.52077,1.53412,1.2631,2.37582,0.0002378,0.0002378,0.0002378
180,366961,1.44709,1.18727,2.14921,0.79532,0.89189,0.85341,0.52249,1.56294,1.1855,2.36643,0.0002279,0.0002279,0.0002279
181,367632,1.40153,1.24923,1.94388,0.79532,0.89189,0.85341,0.52249,1.56294,1.1855,2.36643,0.000218,0.000218,0.000218
182,368417,1.23285,1.05332,1.86476,0.80348,0.91892,0.84513,0.51546,1.59962,1.13694,2.36188,0.0002081,0.0002081,0.0002081
183,369221,1.38722,1.28947,1.98546,0.80348,0.91892,0.84513,0.51546,1.59962,1.13694,2.36188,0.0001982,0.0001982,0.0001982
184,369911,1.37435,1.26663,1.99053,0.85335,0.91892,0.86113,0.53075,1.59427,1.13252,2.35684,0.0001883,0.0001883,0.0001883
185,370649,1.39911,1.27082,2.10096,0.82821,0.86486,0.85384,0.52607,1.57384,1.11552,2.33521,0.0001784,0.0001784,0.0001784
186,371528,1.60734,1.215,2.37853,0.82821,0.86486,0.85384,0.52607,1.57384,1.11552,2.33521,0.0001685,0.0001685,0.0001685
187,372267,1.47038,1.26152,2.07679,0.8375,0.86486,0.85994,0.52714,1.56145,1.11795,2.32063,0.0001586,0.0001586,0.0001586
188,603683,1.4993,1.15199,1.95888,0.81846,0.86486,0.85766,0.53262,1.51829,1.09159,2.30081,0.0001487,0.0001487,0.0001487
189,604429,1.77971,1.45468,2.06487,0.81846,0.86486,0.85766,0.53262,1.51829,1.09159,2.30081,0.0001388,0.0001388,0.0001388
190,605198,1.55062,1.10979,2.14456,0.83747,0.89189,0.89297,0.56838,1.52095,1.07943,2.30896,0.0001289,0.0001289,0.0001289
191,605812,1.54146,1.3522,2.24884,0.80646,0.9011,0.85391,0.54635,1.53908,1.10447,2.3395,0.000119,0.000119,0.000119
192,606435,1.47155,1.45769,2.33936,0.80646,0.9011,0.85391,0.54635,1.53908,1.10447,2.3395,0.0001091,0.0001091,0.0001091
