epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
175,168418,1.53637,1.39309,2.01836,0.81406,0.86486,0.84269,0.531,1.53144,1.08265,2.18231,0.0002774,0.0002774,0.0002774
176,168666,1.50003,1.35313,1.98428,0.88653,0.81081,0.86143,0.53423,1.55989,1.10816,2.22831,0.0002675,0.0002675,0.0002675
177,168914,1.47116,1.34328,2.08303,0.93743,0.80981,0.89306,0.54551,1.56795,1.09306,2.24204,0.0002576,0.0002576,0.0002576
178,169160,1.50757,1.36284,1.93918,0.93743,0.80981,0.89306,0.54551,1.56795,1.09306,2.24204,0.0002477,0.0002477,0.0002477
179,169408,1.58049,1.41679,2.00705,0.84445,0.88052,0.90807,0.56634,1.57649,1.06547,2.23435,0.0002378,0.0002378,0.0002378
180,169657,1.47559,1.41266,1.91873,0.89874,0.86486,0.9102,0.55818,1.5982,1.00496,2.23986,0.0002279,0.0002279,0.0002279
181,169907,1.41583,1.19733,1.78037,0.89874,0.86486,0.9102,0.55818,1.5982,1.00496,2.23986,0.000218,0.000218,0.000218
182,170156,1.39777,1.33973,1.7973,0.89401,0.89189,0.91335,0.57461,1.5989,0.97743,2.23642,0.0002081,0.0002081,0.0002081
183,170412,1.35016,1.26718,1.83063,0.89401,0.89189,0.91335,0.57461,1.5989,0.97743,2.23642,0.0001982,0.0001982,0.0001982
184,170664,1.59414,1.35857,1.96068,0.82534,0.89189,0.89931,0.57095,1.57327,0.974,2.2309,0.0001883,0.0001883,0.0001883
185,170911,1.4431,1.36339,1.90147,0.8425,0.91892,0.90179,0.58691,1.5539,0.96863,2.21929,0.0001784,0.0001784,0.0001784
186,171164,1.43906,1.25765,1.85059,0.8425,0.91892,0.90179,0.58691,1.5539,0.96863,2.21929,0.0001685,0.0001685,0.0001685
187,171421,1.45047,1.34512,1.89042,0.8716,0.94595,0.91125,0.59187,1.54126,0.97411,2.22027,0.0001586,0.0001586,0.0001586
188,171677,1.39093,1.29106,1.88675,0.91541,0.94595,0.90999,0.59409,1.52693,0.98335,2.21543,0.0001487,0.0001487,0.0001487
189,171925,1.40253,1.4229,1.79737,0.91541,0.94595,0.90999,0.59409,1.52693,0.98335,2.21543,0.0001388,0.0001388,0.0001388
190,172178,1.40004,1.30682,1.88819,0.89209,0.91892,0.89699,0.59257,1.52714,0.98433,2.21699,0.0001289,0.0001289,0.0001289
191,172434,1.24723,1.53099,2.00125,0.91315,0.94595,0.90505,0.57577,1.5319,0.97875,2.2227,0.000119,0.000119,0.000119
192,172687,1.50974,1.80688,2.08171,0.91315,0.94595,0.90505,0.57577,1.5319,0.97875,2.2227,0.0001091,0.0001091,0.0001091
193,172945,1.34648,1.70242,1.97335,0.89442,0.94595,0.90452,0.58509,1.53073,0.99087,2.22334,9.92e-05,9.92e-05,9.92e-05
194,173196,1.20935,1.5416,1.81924,0.89442,0.94595,0.90452,0.58509,1.53073,0.99087,2.22334,8.93e-05,8.93e-05,8.93e-05
195,173452,1.33759,1.79357,2.0964,0.92844,0.94595,0.90727,0.57928,1.54901,0.99432,2.23408,7.94e-05,7.94e-05,7.94e-05
196,173700,1.45559,1.5159,2.07069,0.9119,0.94595,0.9056,0.57746,1.53788,1.01007,2.21635,6.95e-05,6.95e-05,6.95e-05
197,173954,1.36685,1.42209,2.09207,0.9119,0.94595,0.9056,0.57746,1.53788,1.01007,2.21635,5.96e-05,5.96e-05,5.96e-05
198,404215,1.45808,1.74016,2.26914,0.91566,0.94595,0.89737,0.57407,1.54214,1.01739,2.21915,4.97e-05,4.97e-05,4.97e-05
199,404453,1.27345,1.46753,1.8886,0.9162,0.94595,0.89739,0.56533,1.52876,1.01845,2.20702,3.98e-05,3.98e-05,3.98e-05
200,404736,1.30546,1.42661,2.08657,0.9162,0.94595,0.89739,0.56533,1.52876,1.01845,2.20702,2.99e-05,2.99e-05,2.99e-05
